issue_d,loan_amnt,int_rate,grade,sub_grade,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,total_acc,revol_bal,revol_util,loan_status,default_ind,age_of_loan_months,term_months,emp_length_num,emp_length_num_missing
2017-03-01,25000.0,15.99,C,C5,MORTGAGE,82000.0,Not Verified,debt_consolidation,FL,24.18,0.0,0.0,19.0,23.0,25279.0,51.5,Current,0,22,60,3,0
2015-08-01,14400.0,18.25,E,E1,MORTGAGE,105000.0,Source Verified,debt_consolidation,NV,11.11,1.0,1.0,8.0,23.0,2242.0,40.8,Fully Paid,0,41,60,3,0
2016-07-01,8400.0,10.99,B,B4,RENT,55500.0,Verified,debt_consolidation,MN,14.83,0.0,0.0,9.0,25.0,8176.0,62.4,Fully Paid,0,30,36,2,0
2018-03-01,10000.0,21.85,D,D5,MORTGAGE,212000.0,Verified,debt_consolidation,LA,22.81,0.0,2.0,30.0,34.0,26065.0,42.9,Current,0,10,36,3,0
2017-05-01,16800.0,27.49,F,F1,RENT,60000.0,Source Verified,credit_card,FL,31.62,0.0,0.0,11.0,25.0,43001.0,86.3,Fully Paid,0,20,60,0,0
2017-09-01,4000.0,14.08,C,C3,RENT,26727.0,Verified,debt_consolidation,NY,26.31,1.0,1.0,15.0,39.0,7321.0,42.6,Current,0,16,36,10,1
2016-03-01,4000.0,16.29,D,D1,RENT,31200.0,Source Verified,debt_consolidation,TX,39.46,0.0,0.0,7.0,15.0,3785.0,53.3,Charged Off,1,34,36,0,0
2016-07-01,15750.0,8.59,A,A5,OWN,90000.0,Not Verified,other,AZ,8.48,0.0,1.0,4.0,9.0,7217.0,60.1,Fully Paid,0,30,36,10,0
2018-06-01,5000.0,10.07,B,B2,OWN,80000.0,Not Verified,car,NJ,13.73,0.0,2.0,8.0,11.0,958.0,2.1,Fully Paid,0,7,36,3,0
2017-03-01,22025.0,17.99,D,D2,RENT,53000.0,Verified,debt_consolidation,NY,27.42,0.0,1.0,9.0,19.0,8311.0,80.0,Fully Paid,0,22,36,10,1
2015-05-01,10000.0,6.89,A,A3,MORTGAGE,48000.0,Not Verified,debt_consolidation,TN,21.33,0.0,0.0,11.0,37.0,1748.0,22.7,Fully Paid,0,44,36,7,0
2017-11-01,5000.0,6.08,A,A2,MORTGAGE,65000.0,Not Verified,other,OH,16.25,0.0,0.0,7.0,13.0,4575.0,22.8,Current,0,14,36,10,0
2016-08-01,9800.0,6.99,A,A2,MORTGAGE,95000.0,Not Verified,debt_consolidation,TX,12.05,0.0,0.0,4.0,17.0,7081.0,39.3,Fully Paid,0,29,36,3,0
2016-04-01,35000.0,15.31,C,C5,RENT,90000.0,Source Verified,debt_consolidation,CA,21.21,0.0,0.0,14.0,28.0,4323.0,17.7,Charged Off,1,33,36,0,0
2016-05-01,5300.0,15.31,C,C5,MORTGAGE,45708.0,Verified,debt_consolidation,GA,5.49,0.0,0.0,7.0,13.0,1842.0,39.2,Current,0,32,36,10,1
2016-10-01,28000.0,14.49,C,C4,MORTGAGE,67280.0,Not Verified,debt_consolidation,NY,23.72,0.0,0.0,12.0,30.0,29903.0,62.3,Fully Paid,0,27,60,10,1
2015-02-01,24000.0,8.18,B,B1,MORTGAGE,167000.0,Source Verified,credit_card,VA,12.32,1.0,0.0,13.0,22.0,41405.0,94.1,Fully Paid,0,47,36,10,0
2015-06-01,3000.0,8.18,B,B1,MORTGAGE,41676.0,Verified,major_purchase,IN,4.64,0.0,1.0,5.0,12.0,5831.0,43.5,Fully Paid,0,43,36,10,1
2018-08-01,40000.0,10.47,B,B2,MORTGAGE,125000.0,Source Verified,credit_card,NY,14.48,1.0,1.0,19.0,54.0,47492.0,62.7,Current,0,5,60,7,0
2018-12-01,40000.0,8.81,A,A5,RENT,105500.0,Not Verified,debt_consolidation,OR,16.66,0.0,1.0,17.0,29.0,11139.0,14.3,Current,0,1,36,3,0
2016-03-01,11900.0,11.99,C,C1,OWN,35000.0,Source Verified,debt_consolidation,CA,18.78,0.0,0.0,6.0,9.0,5712.0,81.6,Fully Paid,0,34,36,7,0
2016-02-01,28000.0,16.29,D,D1,MORTGAGE,105000.0,Not Verified,debt_consolidation,TX,15.95,2.0,0.0,30.0,47.0,29688.0,71.7,Current,0,35,60,10,0
2018-02-01,6000.0,5.31,A,A1,MORTGAGE,108000.0,Not Verified,debt_consolidation,OK,23.68,0.0,0.0,13.0,24.0,27113.0,26.7,Current,0,11,36,10,0
2015-06-01,30000.0,13.33,C,C3,MORTGAGE,130000.0,Verified,debt_consolidation,CA,24.86,1.0,0.0,9.0,12.0,5527.0,44.9,Charged Off,1,43,36,10,0
2016-04-01,9150.0,9.16,B,B2,RENT,70000.0,Not Verified,debt_consolidation,MA,10.57,0.0,1.0,5.0,6.0,9703.0,66.9,Fully Paid,0,33,36,6,0
2015-11-01,16875.0,12.05,C,C1,MORTGAGE,53000.0,Not Verified,debt_consolidation,RI,26.04,0.0,0.0,16.0,39.0,11988.0,31.7,Fully Paid,0,38,36,1,0
2018-06-01,25000.0,10.07,B,B2,MORTGAGE,130000.0,Not Verified,home_improvement,TX,9.96,0.0,0.0,4.0,6.0,18032.0,59.1,Late (16-30 days),0,7,36,3,0
2016-02-01,24000.0,14.46,C,C4,RENT,100000.0,Source Verified,debt_consolidation,MO,32.61,1.0,0.0,21.0,32.0,7423.0,33.3,Charged Off,1,35,60,2,0
2017-12-01,15000.0,14.08,C,C3,RENT,92000.0,Not Verified,credit_card,CA,11.34,0.0,0.0,7.0,18.0,22153.0,58.8,Current,0,13,36,10,0
2018-06-01,15000.0,5.31,A,A1,MORTGAGE,89000.0,Source Verified,debt_consolidation,IL,19.74,0.0,0.0,9.0,17.0,13419.0,19.1,Current,0,7,36,10,0
2018-11-01,8000.0,8.46,A,A5,RENT,162000.0,Not Verified,credit_card,PA,10.11,1.0,0.0,12.0,21.0,14207.0,35.6,Current,0,2,36,7,0
2015-04-01,8400.0,10.99,B,B4,RENT,30000.0,Source Verified,debt_consolidation,MN,10.52,0.0,0.0,3.0,5.0,1991.0,48.6,Charged Off,1,45,36,3,0
2017-04-01,10000.0,12.74,C,C1,RENT,63000.0,Source Verified,house,MI,12.9,0.0,0.0,5.0,8.0,1238.0,35.4,Current,0,21,36,0,0
2018-06-01,16000.0,16.46,C,C5,MORTGAGE,102000.0,Verified,debt_consolidation,FL,23.21,0.0,2.0,7.0,11.0,697.0,8.4,Current,0,7,60,4,0
2016-11-01,10000.0,7.24,A,A3,OWN,96000.0,Not Verified,home_improvement,GA,2.23,1.0,0.0,11.0,25.0,10661.0,16.4,Current,0,26,36,10,1
2016-04-01,24000.0,11.47,B,B5,MORTGAGE,90000.0,Not Verified,vacation,NY,16.95,0.0,0.0,24.0,50.0,30610.0,22.5,Current,0,33,60,7,0
2017-08-01,8000.0,16.02,C,C5,OWN,280000.0,Source Verified,credit_card,TX,18.4,0.0,2.0,14.0,31.0,89994.0,85.4,Current,0,17,36,0,0
2017-04-01,13000.0,11.44,B,B4,RENT,60000.0,Not Verified,debt_consolidation,NV,18.63,0.0,0.0,7.0,8.0,16976.0,82.4,Current,0,21,36,2,0
2015-06-01,20000.0,17.86,D,D5,RENT,60000.0,Source Verified,debt_consolidation,CA,13.9,0.0,1.0,6.0,11.0,702.0,7.8,Charged Off,1,43,36,10,0
2018-01-01,10000.0,7.35,A,A4,RENT,45000.0,Source Verified,debt_consolidation,CO,12.37,0.0,1.0,12.0,15.0,32.0,0.1,Fully Paid,0,12,36,0,0
2018-02-01,26000.0,6.72,A,A3,RENT,42819.0,Not Verified,debt_consolidation,IL,23.68,0.0,0.0,18.0,26.0,26115.0,43.3,Fully Paid,0,11,36,10,1
2016-10-01,30000.0,15.59,C,C5,MORTGAGE,100000.0,Verified,debt_consolidation,CA,18.34,0.0,0.0,12.0,25.0,48821.0,70.9,Fully Paid,0,27,60,2,0
2015-04-01,35000.0,12.29,C,C1,RENT,192000.0,Source Verified,credit_card,TN,22.21,0.0,1.0,14.0,33.0,51607.0,91.3,Fully Paid,0,45,36,2,0
2015-06-01,3000.0,16.99,D,D3,RENT,20000.0,Not Verified,credit_card,FL,22.33,0.0,0.0,6.0,8.0,2672.0,34.3,Fully Paid,0,43,36,3,0
2015-12-01,35000.0,13.67,C,C4,OWN,105000.0,Source Verified,credit_card,NC,26.3,0.0,1.0,29.0,57.0,31562.0,40.0,Fully Paid,0,37,60,7,0
2015-03-01,7200.0,13.99,C,C4,RENT,30000.0,Source Verified,debt_consolidation,CA,19.24,0.0,0.0,5.0,8.0,1495.0,15.6,Charged Off,1,46,36,2,0
2017-08-01,13200.0,14.08,C,C3,RENT,65000.0,Not Verified,debt_consolidation,FL,7.03,0.0,0.0,15.0,26.0,12829.0,24.0,Charged Off,1,17,60,5,0
2018-04-01,6000.0,7.96,A,A5,RENT,30000.0,Not Verified,debt_consolidation,PA,24.99,0.0,1.0,12.0,16.0,5626.0,19.2,Current,0,9,36,4,0
2017-05-01,35000.0,18.99,D,D3,RENT,125000.0,Source Verified,debt_consolidation,TX,32.0,0.0,0.0,25.0,51.0,40149.0,69.0,Charged Off,1,20,36,2,0
2018-02-01,10000.0,6.72,A,A3,RENT,50000.0,Not Verified,debt_consolidation,MN,23.23,0.0,0.0,9.0,26.0,15796.0,34.7,Current,0,11,36,3,0
2015-10-01,22875.0,17.57,D,D4,MORTGAGE,52000.0,Source Verified,debt_consolidation,TX,31.2,0.0,0.0,19.0,35.0,10970.0,15.6,Fully Paid,0,39,60,7,0
2015-04-01,18000.0,9.17,B,B2,RENT,93000.0,Source Verified,debt_consolidation,MD,13.79,0.0,0.0,7.0,17.0,12261.0,92.2,Fully Paid,0,45,36,10,0
2017-09-01,35000.0,12.62,C,C1,RENT,152000.0,Source Verified,major_purchase,CA,1.26,0.0,2.0,12.0,22.0,12201.0,0.2,Charged Off,1,16,36,4,0
2018-05-01,12000.0,13.58,C,C2,RENT,57313.0,Not Verified,debt_consolidation,UT,19.91,0.0,0.0,11.0,15.0,8400.0,29.6,Current,0,8,60,2,0
2016-08-01,20000.0,8.99,B,B1,MORTGAGE,70000.0,Not Verified,debt_consolidation,OH,16.34,0.0,0.0,10.0,20.0,11995.0,29.9,Current,0,29,60,4,0
2016-01-01,10000.0,9.8,B,B3,MORTGAGE,105000.0,Not Verified,debt_consolidation,NY,7.65,1.0,1.0,8.0,21.0,9360.0,26.3,Fully Paid,0,36,36,3,0
2017-03-01,4000.0,15.99,C,C5,MORTGAGE,36000.0,Verified,other,IL,11.03,3.0,1.0,11.0,16.0,8906.0,53.7,Current,0,22,36,5,0
2017-06-01,4000.0,16.02,C,C5,OWN,102950.0,Source Verified,vacation,TX,16.38,0.0,2.0,18.0,38.0,19419.0,79.3,Current,0,19,36,10,0
2018-10-01,10000.0,8.46,A,A5,MORTGAGE,140000.0,Not Verified,debt_consolidation,NC,1.41,0.0,0.0,5.0,15.0,4338.0,59.4,Current,0,3,36,10,0
2018-06-01,16000.0,13.06,C,C1,RENT,66000.0,Source Verified,credit_card,TX,2.47,0.0,0.0,5.0,9.0,254.0,3.4,Current,0,7,60,3,0
2018-04-01,30000.0,7.34,A,A4,RENT,85000.0,Source Verified,other,IL,4.07,0.0,1.0,17.0,28.0,380.0,0.4,Current,0,9,60,10,0
2015-02-01,27475.0,15.99,D,D2,MORTGAGE,85000.0,Source Verified,debt_consolidation,MI,30.24,0.0,0.0,20.0,41.0,39192.0,56.5,Fully Paid,0,47,60,9,0
2017-02-01,35000.0,8.24,B,B1,RENT,280000.0,Source Verified,credit_card,CA,11.43,3.0,0.0,14.0,33.0,33702.0,47.1,Fully Paid,0,23,36,10,0
2016-10-01,12000.0,15.59,C,C5,MORTGAGE,37000.0,Source Verified,home_improvement,IN,23.87,1.0,1.0,6.0,18.0,1800.0,16.4,Fully Paid,0,27,60,0,0
2015-09-01,18000.0,11.53,B,B5,MORTGAGE,98000.0,Verified,major_purchase,NY,29.95,1.0,1.0,7.0,24.0,7672.0,97.1,Charged Off,1,40,36,1,0
2015-09-01,24600.0,13.33,C,C3,RENT,55952.0,Source Verified,debt_consolidation,NJ,16.88,0.0,0.0,9.0,12.0,14970.0,55.4,Fully Paid,0,40,36,10,0
2015-01-01,5725.0,17.86,D,D5,MORTGAGE,40000.0,Verified,other,CO,0.9,0.0,0.0,2.0,8.0,998.0,9.5,Fully Paid,0,48,36,0,0
2018-05-01,20000.0,6.71,A,A3,OWN,101000.0,Source Verified,credit_card,MD,15.99,0.0,0.0,10.0,11.0,42602.0,53.1,Current,0,8,36,1,0
2016-03-01,20000.0,9.75,B,B3,MORTGAGE,75000.0,Source Verified,debt_consolidation,MT,11.15,0.0,0.0,10.0,15.0,20322.0,68.9,Fully Paid,0,34,36,1,0
2017-01-01,10000.0,8.24,B,B1,MORTGAGE,44000.0,Not Verified,credit_card,MD,7.06,0.0,0.0,7.0,22.0,9734.0,20.6,Current,0,24,36,10,0
2015-07-01,35000.0,12.69,C,C2,MORTGAGE,75006.0,Verified,credit_card,TX,23.18,0.0,1.0,20.0,44.0,30741.0,73.9,Fully Paid,0,42,60,10,0
2017-02-01,8000.0,13.99,C,C3,RENT,60000.0,Source Verified,credit_card,OH,4.98,0.0,0.0,4.0,6.0,11541.0,46.2,Late (31-120 days),1,23,36,10,0
2017-04-01,22000.0,13.99,C,C3,MORTGAGE,100000.0,Not Verified,credit_card,CO,19.46,0.0,0.0,14.0,22.0,26626.0,39.8,Current,0,21,60,2,0
2015-10-01,4000.0,13.33,C,C3,MORTGAGE,38000.0,Source Verified,medical,KY,29.22,0.0,1.0,13.0,16.0,19469.0,76.6,Fully Paid,0,39,36,2,0
2015-11-01,10000.0,6.24,A,A2,OWN,90000.0,Source Verified,credit_card,OH,8.01,0.0,1.0,17.0,42.0,11567.0,50.7,Fully Paid,0,38,36,10,1
2016-01-01,35000.0,13.99,C,C4,MORTGAGE,125000.0,Verified,debt_consolidation,CA,27.05,0.0,3.0,26.0,35.0,81775.0,25.0,Current,0,36,60,10,0
2017-12-01,6000.0,17.09,D,D1,OWN,48000.0,Verified,moving,FL,38.25,0.0,0.0,7.0,30.0,1226.0,20.8,Fully Paid,0,13,36,10,1
2018-05-01,40000.0,11.05,B,B4,MORTGAGE,135000.0,Verified,debt_consolidation,NY,37.55,0.0,0.0,21.0,46.0,82104.0,47.7,Current,0,8,60,6,0
2018-12-01,8000.0,17.97,D,D1,RENT,17000.0,Source Verified,debt_consolidation,OH,25.92,0.0,0.0,7.0,10.0,10951.0,73.0,Current,0,1,36,0,0
2017-11-01,5000.0,9.93,B,B2,MORTGAGE,35000.0,Not Verified,medical,SC,19.58,0.0,0.0,5.0,25.0,39.0,0.5,Fully Paid,0,14,36,10,0
2016-03-01,2400.0,7.39,A,A4,RENT,80000.0,Not Verified,credit_card,CA,13.11,2.0,0.0,7.0,24.0,2309.0,35.5,Current,0,34,36,4,0
2015-01-01,3000.0,14.31,C,C4,OWN,75000.0,Not Verified,other,TN,38.13,0.0,0.0,14.0,24.0,2069.0,15.9,Fully Paid,0,48,36,10,0
2018-04-01,20000.0,7.34,A,A4,MORTGAGE,90000.0,Source Verified,credit_card,MD,27.83,0.0,1.0,9.0,13.0,48037.0,50.1,Current,0,9,36,10,0
2018-09-01,2500.0,8.46,A,A5,RENT,45000.0,Not Verified,debt_consolidation,NY,12.03,0.0,0.0,11.0,13.0,2432.0,8.4,Fully Paid,0,4,36,1,0
2015-07-01,5000.0,11.53,B,B5,OWN,36308.8,Source Verified,debt_consolidation,MS,25.92,0.0,1.0,6.0,12.0,12874.0,79.0,Charged Off,1,42,36,10,0
2015-05-01,5325.0,17.86,D,D5,MORTGAGE,100000.0,Verified,debt_consolidation,MO,12.28,0.0,3.0,14.0,29.0,10705.0,65.0,Charged Off,1,44,36,10,0
2017-07-01,6000.0,14.08,C,C3,MORTGAGE,32000.0,Not Verified,home_improvement,MD,27.76,1.0,0.0,6.0,15.0,54667.0,41.3,Current,0,18,36,0,0
2018-07-01,33500.0,14.47,C,C2,MORTGAGE,112000.0,Not Verified,debt_consolidation,OH,21.11,0.0,0.0,11.0,30.0,14031.0,29.0,Current,0,6,36,2,0
2015-08-01,12000.0,11.53,B,B5,MORTGAGE,38000.0,Source Verified,debt_consolidation,GA,15.35,0.0,1.0,11.0,14.0,9984.0,46.9,Charged Off,1,41,36,3,0
2016-11-01,4750.0,7.99,A,A5,RENT,32000.0,Not Verified,debt_consolidation,IL,20.67,0.0,0.0,10.0,21.0,3175.0,8.2,Fully Paid,0,26,36,2,0
2015-07-01,12000.0,6.24,A,A2,MORTGAGE,42362.28,Verified,credit_card,AL,19.58,0.0,0.0,17.0,38.0,11340.0,21.2,Charged Off,1,42,36,10,1
2015-08-01,24000.0,7.26,A,A4,RENT,90000.0,Not Verified,debt_consolidation,GA,18.84,1.0,0.0,10.0,20.0,12654.0,25.9,Fully Paid,0,41,36,10,0
2018-08-01,10000.0,17.97,D,D1,MORTGAGE,48000.0,Source Verified,debt_consolidation,NJ,20.5,0.0,0.0,8.0,12.0,7674.0,66.7,Current,0,5,36,10,0
2017-05-01,18200.0,13.59,C,C2,RENT,42000.0,Verified,debt_consolidation,NC,33.42,0.0,0.0,22.0,37.0,19692.0,58.4,Fully Paid,0,20,36,3,0
2015-11-01,7000.0,9.99,B,B3,RENT,40000.0,Source Verified,credit_card,MA,23.3,0.0,2.0,15.0,23.0,6773.0,57.9,Fully Paid,0,38,36,0,0
2017-11-01,25000.0,9.93,B,B2,MORTGAGE,115000.0,Not Verified,debt_consolidation,PA,22.73,0.0,0.0,12.0,41.0,9233.0,28.7,Current,0,14,60,10,0
2016-10-01,2800.0,12.74,C,C1,MORTGAGE,53000.0,Verified,debt_consolidation,HI,13.17,0.0,0.0,15.0,20.0,4646.0,31.8,Fully Paid,0,27,36,5,0
2017-06-01,18000.0,23.88,E,E2,RENT,95000.0,Source Verified,debt_consolidation,NY,10.96,0.0,0.0,8.0,13.0,11104.0,99.1,Charged Off,1,19,36,1,0
2016-05-01,7875.0,22.35,E,E2,RENT,23196.0,Verified,debt_consolidation,GA,45.58,0.0,0.0,11.0,32.0,10477.0,68.0,Current,0,32,36,10,1
2016-01-01,21000.0,8.49,B,B1,MORTGAGE,120000.0,Not Verified,debt_consolidation,VA,7.93,0.0,1.0,12.0,21.0,24025.0,36.5,Fully Paid,0,36,36,10,0
2017-11-01,30000.0,7.97,A,A5,MORTGAGE,200000.0,Source Verified,credit_card,WI,14.12,0.0,0.0,9.0,24.0,9082.0,70.4,Current,0,14,60,4,0
2015-03-01,8000.0,12.69,C,C2,RENT,84000.0,Source Verified,credit_card,CA,15.27,0.0,1.0,9.0,18.0,8800.0,62.9,Fully Paid,0,46,36,1,0
2017-04-01,9000.0,26.24,E,E5,MORTGAGE,60000.0,Not Verified,debt_consolidation,CO,26.5,0.0,2.0,12.0,22.0,9292.0,49.2,Fully Paid,0,21,36,4,0
2016-09-01,8000.0,14.49,C,C4,RENT,50000.0,Source Verified,moving,MA,12.12,0.0,0.0,9.0,9.0,3983.0,59.4,Current,0,28,36,2,0
2017-11-01,23000.0,9.44,B,B1,OWN,24000.0,Verified,debt_consolidation,PA,51.45,0.0,0.0,13.0,30.0,30346.0,40.9,Charged Off,1,14,36,10,1
2018-06-01,7500.0,7.46,A,A4,MORTGAGE,90000.0,Not Verified,debt_consolidation,NY,14.17,0.0,0.0,9.0,15.0,8124.0,27.4,Current,0,7,36,4,0
2015-11-01,32500.0,12.59,C,C2,RENT,91888.0,Source Verified,credit_card,CA,22.71,0.0,1.0,20.0,50.0,30369.0,84.4,Fully Paid,0,38,36,7,0
2018-04-01,13000.0,6.07,A,A2,MORTGAGE,280000.0,Source Verified,credit_card,CA,10.33,0.0,0.0,8.0,16.0,2620.0,13.4,Current,0,9,36,2,0
2015-05-01,6600.0,13.33,C,C3,RENT,65000.0,Verified,debt_consolidation,PA,21.14,0.0,2.0,16.0,34.0,8596.0,22.5,Charged Off,1,44,36,10,0
2016-04-01,9600.0,5.32,A,A1,MORTGAGE,160000.0,Not Verified,other,PA,17.12,0.0,0.0,20.0,32.0,45461.0,65.2,Fully Paid,0,33,36,10,0
2017-03-01,36000.0,11.44,B,B4,RENT,93504.0,Verified,debt_consolidation,TX,17.88,0.0,0.0,11.0,14.0,25680.0,66.5,Current,0,22,60,10,1
2017-09-01,8500.0,11.99,B,B5,RENT,45000.0,Not Verified,other,PA,16.59,0.0,0.0,9.0,18.0,10763.0,45.2,Current,0,16,36,3,0
2015-05-01,16000.0,6.39,A,A2,MORTGAGE,125000.0,Not Verified,debt_consolidation,IL,12.23,0.0,1.0,19.0,35.0,51421.0,60.2,Fully Paid,0,44,36,10,0
2015-12-01,16800.0,6.89,A,A3,MORTGAGE,95000.0,Source Verified,debt_consolidation,MO,18.94,0.0,1.0,12.0,40.0,25966.0,98.7,Fully Paid,0,37,36,0,0
2015-07-01,15000.0,18.55,E,E2,RENT,38000.0,Source Verified,debt_consolidation,FL,35.31,0.0,1.0,7.0,16.0,10656.0,75.6,Charged Off,1,42,60,4,0
2016-04-01,8000.0,11.99,C,C1,MORTGAGE,81000.0,Source Verified,vacation,NJ,26.79,0.0,3.0,26.0,41.0,15511.0,28.5,Fully Paid,0,33,36,10,0
2015-11-01,20000.0,9.99,B,B3,RENT,250000.0,Verified,debt_consolidation,GA,7.03,2.0,0.0,6.0,20.0,67.0,0.3,Fully Paid,0,38,36,1,0
2018-06-01,21000.0,13.06,C,C1,RENT,45000.0,Source Verified,debt_consolidation,FL,24.75,0.0,0.0,12.0,18.0,15316.0,46.1,Current,0,7,60,4,0
2016-08-01,30000.0,19.99,D,D4,MORTGAGE,207000.0,Verified,home_improvement,NY,19.58,0.0,0.0,12.0,22.0,48401.0,82.7,Charged Off,1,29,36,10,0
2017-10-01,27500.0,25.82,E,E4,RENT,55000.0,Verified,debt_consolidation,GA,18.15,0.0,1.0,13.0,27.0,5140.0,93.5,Fully Paid,0,15,36,2,0
2018-07-01,4800.0,7.21,A,A3,MORTGAGE,67280.0,Not Verified,debt_consolidation,CO,8.78,0.0,0.0,15.0,29.0,638.0,1.6,Current,0,6,36,8,0
2018-05-01,15000.0,21.85,D,D5,MORTGAGE,280000.0,Source Verified,home_improvement,PA,1.64,0.0,1.0,11.0,15.0,3049.0,36.3,Current,0,8,60,7,0
2017-11-01,9000.0,9.44,B,B1,MORTGAGE,95000.0,Not Verified,debt_consolidation,FL,4.36,0.0,0.0,7.0,10.0,5196.0,35.2,Current,0,14,36,9,0
2016-06-01,28000.0,10.99,B,B4,RENT,77137.0,Source Verified,debt_consolidation,NJ,22.98,0.0,0.0,14.0,35.0,41950.0,48.5,Current,0,31,60,10,0
2018-08-01,3000.0,27.27,E,E5,MORTGAGE,100000.0,Verified,medical,IL,26.2,2.0,2.0,30.0,61.0,19977.0,16.6,Fully Paid,0,5,36,3,0
2015-07-01,35000.0,18.55,E,E2,MORTGAGE,110000.0,Verified,credit_card,CO,17.48,0.0,0.0,11.0,24.0,71882.0,96.1,Fully Paid,0,42,60,7,0
2016-11-01,6000.0,16.99,D,D1,OWN,84000.0,Source Verified,debt_consolidation,NY,28.06,0.0,0.0,18.0,61.0,30425.0,69.8,Charged Off,1,26,36,10,0
2017-11-01,2000.0,19.03,D,D3,MORTGAGE,110000.0,Source Verified,credit_card,CA,14.64,2.0,0.0,8.0,11.0,8905.0,24.2,In Grace Period,0,14,36,0,0
2017-08-01,35000.0,26.3,E,E5,MORTGAGE,42000.0,Source Verified,home_improvement,FL,13.09,0.0,0.0,16.0,25.0,3535.0,8.5,Fully Paid,0,17,60,2,0
2015-11-01,15000.0,9.99,B,B3,RENT,50000.0,Source Verified,credit_card,MN,13.35,0.0,0.0,9.0,26.0,8575.0,35.1,Fully Paid,0,38,36,10,0
2017-04-01,20000.0,14.99,C,C4,MORTGAGE,75000.0,Not Verified,debt_consolidation,CA,21.73,0.0,0.0,14.0,35.0,9096.0,50.0,Current,0,21,60,10,0
2017-02-01,3525.0,11.49,B,B5,MORTGAGE,69000.0,Not Verified,debt_consolidation,NJ,18.23,0.0,0.0,12.0,24.0,2199.0,5.8,Fully Paid,0,23,36,10,0
2016-10-01,12000.0,8.99,B,B1,MORTGAGE,70000.0,Not Verified,home_improvement,WA,29.13,0.0,1.0,10.0,34.0,17340.0,57.6,Fully Paid,0,27,36,10,1
2018-12-01,10000.0,15.02,C,C3,RENT,65000.0,Not Verified,credit_card,FL,15.93,0.0,2.0,20.0,22.0,10401.0,48.2,Current,0,1,36,6,0
2017-06-01,15000.0,9.93,B,B2,MORTGAGE,66000.0,Verified,home_improvement,MI,6.51,0.0,1.0,6.0,9.0,309.0,1.7,Fully Paid,0,19,36,8,0
2017-06-01,35000.0,9.44,B,B1,MORTGAGE,150000.0,Source Verified,debt_consolidation,VA,11.29,2.0,0.0,11.0,32.0,19066.0,46.5,Fully Paid,0,19,60,10,0
2018-11-01,20000.0,20.89,D,D4,OWN,60000.0,Verified,home_improvement,OR,33.42,0.0,0.0,15.0,28.0,14337.0,36.3,Current,0,2,36,2,0
2016-05-01,2275.0,19.99,D,D5,MORTGAGE,86000.0,Source Verified,other,IL,37.22,0.0,3.0,27.0,37.0,26692.0,68.8,Current,0,32,36,10,0
2018-04-01,40000.0,16.01,C,C5,OWN,92000.0,Source Verified,debt_consolidation,PA,4.58,0.0,0.0,6.0,20.0,8277.0,78.8,Current,0,9,60,3,0
2017-08-01,9000.0,20.0,D,D4,RENT,58000.0,Verified,debt_consolidation,IL,13.49,0.0,0.0,6.0,9.0,7288.0,93.4,Fully Paid,0,17,36,6,0
2015-05-01,21000.0,13.33,C,C3,MORTGAGE,120000.0,Verified,debt_consolidation,VA,12.14,0.0,0.0,15.0,25.0,11675.0,60.2,Fully Paid,0,44,36,6,0
2018-07-01,20000.0,12.13,B,B5,RENT,67000.0,Source Verified,other,VA,19.95,0.0,0.0,10.0,16.0,24311.0,47.7,Current,0,6,60,0,0
2017-01-01,20225.0,12.74,C,C1,OWN,44000.0,Source Verified,debt_consolidation,IL,20.4,0.0,1.0,9.0,17.0,19891.0,60.5,Fully Paid,0,24,36,10,0
2015-07-01,15000.0,14.65,C,C5,MORTGAGE,65000.0,Source Verified,debt_consolidation,CA,11.37,2.0,0.0,12.0,25.0,6310.0,27.1,Current,0,42,60,0,0
2017-04-01,16800.0,6.99,A,A2,RENT,138000.0,Source Verified,debt_consolidation,CA,18.17,4.0,1.0,8.0,27.0,2123.0,18.5,Fully Paid,0,21,36,1,0
2017-04-01,16000.0,6.99,A,A2,MORTGAGE,280000.0,Verified,debt_consolidation,IL,24.78,0.0,1.0,21.0,44.0,63968.0,78.0,Fully Paid,0,21,36,3,0
2016-04-01,16000.0,5.32,A,A1,MORTGAGE,104000.0,Not Verified,major_purchase,FL,27.26,0.0,0.0,10.0,27.0,11569.0,45.1,Current,0,33,36,10,0
2015-10-01,27300.0,12.29,C,C1,MORTGAGE,75000.0,Not Verified,debt_consolidation,NC,30.96,0.0,0.0,14.0,27.0,19184.0,39.6,Current,0,39,60,2,0
2018-09-01,25000.0,8.46,A,A5,MORTGAGE,74380.0,Not Verified,debt_consolidation,AZ,18.97,0.0,0.0,14.0,22.0,22712.0,22.9,Current,0,4,36,3,0
2017-02-01,12000.0,16.99,D,D1,OWN,30000.0,Not Verified,small_business,AZ,10.6,0.0,0.0,9.0,31.0,32506.0,1.4,Current,0,23,36,10,0
2015-01-01,12000.0,10.49,B,B3,RENT,30000.0,Not Verified,debt_consolidation,FL,22.85,0.0,0.0,10.0,28.0,12445.0,22.7,Fully Paid,0,48,60,0,0
